lane_id	source_center	destination_center	route_type	segment_count	trip_count	delayed_segment_count	sla_breach_count	delay_frequency_pct	sla_breach_rate_pct	avg_delay_minutes	avg_delay_ratio	delay_frequency_rank
IND606105AAA -> IND606201AAC | Carting	IND606105AAA	IND606201AAC	Carting	74	14	63	6	85.14	8.11	4.46	1.55	417
IND523002AAA -> IND523230AAA | FTL	IND523002AAA	IND523230AAA	FTL	63	21	63	5	100.00	7.94	15.41	1.68	418
IND212601AAA -> IND210001AAA | FTL	IND212601AAA	IND210001AAA	FTL	63	16	62	43	98.41	68.25	21.32	2.7	419
IND585314AAA -> IND585104AAA | Carting	IND585314AAA	IND585104AAA	Carting	65	16	62	28	95.38	43.08	33.74	4.99	420
IND532127AAA -> IND535591AAA | FTL	IND532127AAA	IND535591AAA	FTL	62	21	62	24	100.00	38.71	10.23	2.75	421
IND281121AAB -> IND110037AAM | FTL	IND281121AAB	IND110037AAM	FTL	66	13	62	20	93.94	30.30	31.12	1.97	422
IND362560AAA -> IND362150AAA | Carting	IND362560AAA	IND362150AAA	Carting	64	11	62	14	96.88	21.88	7.92	2.16	423
IND627005AAA -> IND628801AAA | Carting	IND627005AAA	IND628801AAA	Carting	85	17	62	5	72.94	5.88	4.18	1.24	424
IND000000AEM -> IND110064AAB | Carting	IND000000AEM	IND110064AAB	Carting	65	11	61	23	93.85	35.38	8.45	2.18	425
IND416510AAA -> IND416606AAA | Carting	IND416510AAA	IND416606AAA	Carting	67	14	61	22	91.04	32.84	9.15	1.96	426
IND110043AAA -> IND110078AAA | Carting	IND110043AAA	IND110078AAA	Carting	65	33	61	20	93.85	30.77	9.42	2.55	427
IND632006AAA -> IND600056AAB | FTL	IND632006AAA	IND600056AAB	FTL	68	17	61	15	89.71	22.06	14.38	1.67	428
IND712311AAA -> IND826004AAA | FTL	IND712311AAA	IND826004AAA	FTL	76	7	61	9	80.26	11.84	9.21	1.62	429
IND842001AAA -> IND848114AAA | FTL	IND842001AAA	IND848114AAA	FTL	60	20	60	32	100.00	53.33	20.72	2.33	430
IND610001AAA -> IND605010AAB | FTL	IND610001AAA	IND605010AAB	FTL	60	10	60	30	100.00	50.00	22.43	2.06	431
IND126112AAA -> IND131028AAB | FTL	IND126112AAA	IND131028AAB	FTL	64	16	60	29	93.75	45.31	26.52	2.55	432
IND560048AAB -> IND562132AAA | Carting	IND560048AAB	IND562132AAA	Carting	66	17	60	29	90.91	43.94	15.15	2.87	433
IND743513AAA -> IND743347AAA | Carting	IND743513AAA	IND743347AAA	Carting	60	12	60	23	100.00	38.33	8.18	2.07	434
IND560058AAD -> IND562132AAA | Carting	IND560058AAD	IND562132AAA	Carting	70	36	60	25	85.71	35.71	26.46	6.33	435
IND400072AAB -> IND421302AAR | Carting	IND400072AAB	IND421302AAR	Carting	60	21	60	20	100.00	33.33	14.5	3.37	436
IND000000ACB -> IND110043AAA | Carting	IND000000ACB	IND110043AAA	Carting	67	17	60	22	89.55	32.84	10.57	2.15	437
IND516390AAA -> IND515004AAA | FTL	IND516390AAA	IND515004AAA	FTL	60	15	60	18	100.00	30.00	17.87	1.88	438
IND503111AAC -> IND503185AAA | FTL	IND503111AAC	IND503185AAA	FTL	60	20	60	11	100.00	18.33	14.95	1.73	439
IND562132AAA -> IND577598AAC | FTL	IND562132AAA	IND577598AAC	FTL	60	10	60	10	100.00	16.67	12.83	1.67	440
IND585104AAA -> IND585330AAE | FTL	IND585104AAA	IND585330AAE	FTL	60	20	60	10	100.00	16.67	11.65	1.89	441
IND641664AAA -> IND638657AAA | Carting	IND641664AAA	IND638657AAA	Carting	60	15	60	5	100.00	8.33	4.77	1.54	442
IND691001AAB -> IND691506AAA | Carting	IND691001AAB	IND691506AAA	Carting	62	21	60	4	96.77	6.45	3.48	1.53	443
IND580028AAA -> IND581402AAA | FTL	IND580028AAA	IND581402AAA	FTL	60	15	60	0	100.00	0.00	9.18	1.47	444
IND712310AAE -> IND712124AAA | Carting	IND712310AAE	IND712124AAA	Carting	59	30	59	59	100.00	100.00	27.41	4.14	445
IND500080AAB -> IND501359AAE | Carting	IND500080AAB	IND501359AAE	Carting	61	20	59	24	96.72	39.34	29.25	3.77	446
IND508207AAB -> IND521225AAB | FTL	IND508207AAB	IND521225AAB	FTL	60	10	59	22	98.33	36.67	19.75	1.92	447
IND574221AAA -> IND562132AAA | FTL	IND574221AAA	IND562132AAA	FTL	59	6	59	21	100.00	35.59	28.63	2.02	448
IND261001AAA -> IND262701AAA | FTL	IND261001AAA	IND262701AAA	FTL	59	20	59	19	100.00	32.20	19.75	2.1	449
IND184121AAA -> IND160002AAC | FTL	IND184121AAA	IND160002AAC	FTL	65	5	59	17	90.77	26.15	19.54	1.88	450
IND110052AAA -> IND000000ACB | Carting	IND110052AAA	IND000000ACB	Carting	61	10	59	13	96.72	21.31	9.15	2.01	451
IND641062AAD -> IND638401AAA | Carting	IND641062AAD	IND638401AAA	Carting	61	12	59	13	96.72	21.31	7.07	1.81	452
IND160002AAC -> IND140901AAA | Carting	IND160002AAC	IND140901AAA	Carting	105	21	59	11	56.19	10.48	5.62	1.52	453
IND401104AAA -> IND400072AAB | Carting	IND401104AAA	IND400072AAB	Carting	58	31	58	56	100.00	96.55	29.98	4.15	454
IND712311AAA -> IND700065AAA | Carting	IND712311AAA	IND700065AAA	Carting	58	29	58	52	100.00	89.66	31.34	4.38	455
IND401209AAA -> IND401104AAA | Carting	IND401209AAA	IND401104AAA	Carting	58	23	58	36	100.00	62.07	42.09	6.03	456
IND535001AAA -> IND530012AAA | Carting	IND535001AAA	IND530012AAA	Carting	59	10	58	29	98.31	49.15	22.46	3.7	457
IND560002AAA -> IND562132AAA | Carting	IND560002AAA	IND562132AAA	Carting	65	22	58	28	89.23	43.08	13.57	2.23	458
IND811399AAA -> IND110044AAB | Carting	IND811399AAA	IND110044AAB	Carting	69	40	58	27	84.06	39.13	31.33	3.65	459
IND388620AAB -> IND388320AAA | Carting	IND388620AAB	IND388320AAA	Carting	65	13	58	22	89.23	33.85	7.43	1.91	460
IND751002AAB -> IND756100AAC | FTL	IND751002AAB	IND756100AAC	FTL	60	12	58	14	96.67	23.33	14.9	1.88	461
IND401209AAB -> IND421302AAH | Carting	IND401209AAB	IND421302AAH	Carting	57	19	57	51	100.00	89.47	20.18	2.86	462
IND517501AAB -> IND517583AAA | Carting	IND517501AAB	IND517583AAA	Carting	57	19	57	35	100.00	61.40	9.96	2.21	463
IND421601AAB -> IND421302AAG | Carting	IND421601AAB	IND421302AAG	Carting	58	14	57	32	98.28	55.17	27.86	3.96	464
IND515761AAA -> IND515004AAA | FTL	IND515761AAA	IND515004AAA	FTL	57	19	57	21	100.00	36.84	14.7	1.9	465
IND110044AAB -> IND110030AAD | Carting	IND110044AAB	IND110030AAD	Carting	60	30	57	20	95.00	33.33	5.97	2.88	466
IND160002AAC -> IND421302AAG | FTL	IND160002AAC	IND421302AAG	FTL	59	1	57	19	96.61	32.20	27.29	2.31	467
IND562132AAA -> IND560043AAC | Carting	IND562132AAA	IND560043AAC	Carting	66	22	57	21	86.36	31.82	9.15	1.84	468
IND421302AAG -> IND160002AAC | FTL	IND421302AAG	IND160002AAC	FTL	59	1	57	12	96.61	20.34	15.93	1.77	469
IND122001AAA -> IND000000ACB | Carting	IND122001AAA	IND000000ACB	Carting	76	20	57	14	75.00	18.42	5.93	1.78	470
IND691001AAB -> IND683511AAA | FTL	IND691001AAB	IND683511AAA	FTL	63	9	57	4	90.48	6.35	8.65	1.38	471
IND144001AAB -> IND143001AAA | FTL	IND144001AAB	IND143001AAA	FTL	68	17	57	4	83.82	5.88	7.01	1.46	472
IND221706AAA -> IND273014AAB | FTL	IND221706AAA	IND273014AAB	FTL	56	11	56	47	100.00	83.93	43.61	3.04	473
IND485001AAC -> IND471001AAA | FTL	IND485001AAC	IND471001AAA	FTL	56	8	56	35	100.00	62.50	16.77	2.24	474
IND313001AAB -> IND327001AAB | FTL	IND313001AAB	IND327001AAB	FTL	56	8	56	31	100.00	55.36	37.39	2.99	475
IND382421AAA -> IND382430AAB | Carting	IND382421AAA	IND382430AAB	Carting	59	15	56	30	94.92	50.85	26.37	4.06	476
IND303503AAA -> IND302014AAB | Carting	IND303503AAA	IND302014AAB	Carting	62	11	56	23	90.32	37.10	7.68	2.13	477
IND244235AAA -> IND244901AAB | FTL	IND244235AAA	IND244901AAB	FTL	80	20	56	15	70.00	18.75	7.75	1.71	478
IND160002AAC -> IND184104AAA | FTL	IND160002AAC	IND184104AAA	FTL	72	6	56	10	77.78	13.89	14.62	1.55	479
IND390022AAA -> IND388320AAA | Carting	IND390022AAA	IND388320AAA	Carting	72	18	56	10	77.78	13.89	3.57	1.57	480
IND160002AAC -> IND140603AAA | Carting	IND160002AAC	IND140603AAA	Carting	91	29	56	11	61.54	12.09	3.63	1.34	481
IND628204AAA -> IND627657AAA | Carting	IND628204AAA	IND627657AAA	Carting	68	17	56	2	82.35	2.94	2.44	1.26	482
IND462001AAA -> IND462022AAA | Carting	IND462001AAA	IND462022AAA	Carting	55	28	55	54	100.00	98.18	31.09	5.8	483
IND400102AAB -> IND421302AAG | Carting	IND400102AAB	IND421302AAG	Carting	56	20	55	22	98.21	39.29	29.16	4.19	484
IND816109AAA -> IND826004AAA | FTL	IND816109AAA	IND826004AAA	FTL	89	10	55	25	61.80	28.09	28.98	1.73	485
IND516269AAA -> IND516390AAA | FTL	IND516269AAA	IND516390AAA	FTL	58	15	55	8	94.83	13.79	12.22	1.83	486
IND493118AAC -> IND495334AAB | Carting	IND493118AAC	IND495334AAB	Carting	55	11	55	6	100.00	10.91	5.93	1.61	487
IND680012AAA -> IND679303AAA | Carting	IND680012AAA	IND679303AAA	Carting	55	11	55	2	100.00	3.64	5.4	1.47	488
IND380006AAB -> IND382430AAB | Carting	IND380006AAB	IND382430AAB	Carting	54	27	54	48	100.00	88.89	14.76	2.99	489
IND583101AAA -> IND583201AAA | FTL	IND583101AAA	IND583201AAA	FTL	54	18	54	45	100.00	83.33	26.78	2.94	490
IND382721AAA -> IND382430AAB | Carting	IND382721AAA	IND382430AAB	Carting	58	15	54	29	93.10	50.00	16.84	2.35	491
IND209111AAA -> IND285001AAD | FTL	IND209111AAA	IND285001AAD	FTL	55	21	54	26	98.18	47.27	17.18	4.17	492
IND533003AAA -> IND533401AAA | FTL	IND533003AAA	IND533401AAA	FTL	54	18	54	25	100.00	46.30	15.81	2.22	493
IND160002AAC -> IND173212AAA | FTL	IND160002AAC	IND173212AAA	FTL	55	18	54	21	98.18	38.18	33.09	1.98	494
IND507117AAB -> IND507303AAA | FTL	IND507117AAB	IND507303AAA	FTL	72	18	54	12	75.00	16.67	16.06	1.71	495
IND742101AAC -> IND712311AAA | FTL	IND742101AAC	IND712311AAA	FTL	53	7	53	37	100.00	69.81	36.96	2.77	496
IND473226AAA -> IND474003AAA | FTL	IND473226AAA	IND474003AAA	FTL	88	10	53	23	60.23	26.14	39.09	1.77	497
IND731301AAA -> IND713205AAB | FTL	IND731301AAA	IND713205AAB	FTL	53	19	53	13	100.00	24.53	28.13	1.96	498
IND521225AAB -> IND507002AAA | FTL	IND521225AAB	IND507002AAA	FTL	67	14	53	16	79.10	23.88	21.78	2.19	499
IND389001AAA -> IND389151AAA | FTL	IND389001AAA	IND389151AAA	FTL	63	21	53	15	84.13	23.81	11.21	1.67	500
IND623315AAB -> IND614620AAA | Carting	IND623315AAB	IND614620AAA	Carting	60	15	53	9	88.33	15.00	4.02	1.64	501
IND560058AAB -> IND560099AAB | Carting	IND560058AAB	IND560099AAB	Carting	78	22	53	11	67.95	14.10	8.56	3.21	502
IND581119AAB -> IND577002AAA | Carting	IND581119AAB	IND577002AAA	Carting	54	14	53	6	98.15	11.11	10.61	1.84	503
IND582101AAB -> IND580028AAA | FTL	IND582101AAB	IND580028AAA	FTL	52	18	52	51	100.00	98.08	31.77	3.03	504
IND741123AAB -> IND741126AAB | Carting	IND741123AAB	IND741126AAB	Carting	52	18	52	35	100.00	67.31	16.56	2.41	505
IND342301AAA -> IND342005AAD | FTL	IND342301AAA	IND342005AAD	FTL	54	14	52	25	96.30	46.30	146.06	4.19	506
IND501359AAE -> IND000000ACB | FTL	IND501359AAE	IND000000ACB	FTL	56	1	52	20	92.86	35.71	22.46	2.02	507
IND362001AAA -> IND362220AAA | Carting	IND362001AAA	IND362220AAA	Carting	52	14	52	18	100.00	34.62	8.44	3.04	508
IND508377AAB -> IND501359AAE | FTL	IND508377AAB	IND501359AAE	FTL	56	12	52	15	92.86	26.79	25.79	1.88	509
IND306401AAB -> IND342005AAD | FTL	IND306401AAB	IND342005AAD	FTL	54	18	52	12	96.30	22.22	16.09	1.92	510
IND494334AAB -> IND493445AAB | FTL	IND494334AAB	IND493445AAB	FTL	66	11	52	12	78.79	18.18	14.12	1.74	511
IND140901AAA -> IND160002AAC | Carting	IND140901AAA	IND160002AAC	Carting	84	20	52	15	61.90	17.86	7.38	1.54	512
IND518002AAA -> IND584101AAA | FTL	IND518002AAA	IND584101AAA	FTL	54	14	52	8	96.30	14.81	16.17	1.65	513
IND642126AAA -> IND642001AAA | Carting	IND642126AAA	IND642001AAA	Carting	65	17	52	6	80.00	9.23	3.31	1.41	514
IND600056AAB -> IND600076AAB | Carting	IND600056AAB	IND600076AAB	Carting	61	16	52	4	85.25	6.56	6.46	1.48	515
IND560300AAA -> IND560078AAC | Carting	IND560300AAA	IND560078AAC	Carting	64	16	51	34	79.69	53.13	18.03	2.58	516
IND121102AAA -> IND121004AAB | Carting	IND121102AAA	IND121004AAB	Carting	51	12	51	24	100.00	47.06	20.2	3.48	517
IND575004AAB -> IND562132AAA | FTL	IND575004AAB	IND562132AAA	FTL	52	4	51	21	98.08	40.38	22.13	2.15	518
IND625008AAA -> IND626123AAA | FTL	IND625008AAA	IND626123AAA	FTL	51	17	51	18	100.00	35.29	13.63	2	519
IND713364AAB -> IND712311AAA | FTL	IND713364AAB	IND712311AAA	FTL	52	12	51	18	98.08	34.62	87.81	2.24	520
IND560099AAB -> IND560048AAB | Carting	IND560099AAB	IND560048AAB	Carting	77	34	51	20	66.23	25.97	11.97	2.52	521
IND600056AAB -> IND632006AAA | FTL	IND600056AAB	IND632006AAA	FTL	51	13	51	13	100.00	25.49	17.22	1.78	522
IND322201AAA -> IND303503AAA | Carting	IND322201AAA	IND303503AAA	Carting	53	12	51	11	96.23	20.75	5.17	1.99	523
IND201307AAA -> IND201301AAL | Carting	IND201307AAA	IND201301AAL	Carting	58	28	51	10	87.93	17.24	5.05	1.57	524
IND424006AAA -> IND424101AAA | Carting	IND424006AAA	IND424101AAA	Carting	51	8	51	8	100.00	15.69	8.04	2.13	525
IND518002AAA -> IND518501AAA | FTL	IND518002AAA	IND518501AAA	FTL	54	18	51	7	94.44	12.96	9.83	1.54	526
IND587103AAB -> IND582209AAA | FTL	IND587103AAB	IND582209AAA	FTL	51	17	51	3	100.00	5.88	17.43	1.81	527
IND206122AAA -> IND206001AAA | FTL	IND206122AAA	IND206001AAA	FTL	57	19	51	3	89.47	5.26	7.95	1.45	528
IND416606AAA -> IND416510AAA | Carting	IND416606AAA	IND416510AAA	Carting	50	10	50	32	100.00	64.00	246.28	23.5	529
IND322241AAA -> IND322201AAA | Carting	IND322241AAA	IND322201AAA	Carting	52	15	50	22	96.15	42.31	7.65	2.61	530
IND382715AAA -> IND382430AAB | FTL	IND382715AAA	IND382430AAB	FTL	50	18	50	21	100.00	42.00	20.7	2.07	531
IND305001AAC -> IND305901AAA | FTL	IND305001AAC	IND305901AAA	FTL	51	17	50	20	98.04	39.22	21.75	1.95	532
IND574104AAA -> IND574216AAA | Carting	IND574104AAA	IND574216AAA	Carting	50	10	50	19	100.00	38.00	9	2.05	533
IND301001AAB -> IND321001AAB | FTL	IND301001AAB	IND321001AAB	FTL	50	13	50	16	100.00	32.00	13.56	1.9	534
IND388121AAA -> IND388620AAB | Carting	IND388121AAA	IND388620AAB	Carting	54	11	50	13	92.59	24.07	5.43	1.63	535
IND560043AAC -> IND560099AAB | Carting	IND560043AAC	IND560099AAB	Carting	66	24	50	15	75.76	22.73	7.95	1.63	536
IND125001AAA -> IND335513AAA | FTL	IND125001AAA	IND335513AAA	FTL	51	7	50	10	98.04	19.61	15.35	1.76	537
IND395023AAA -> IND390022AAA | FTL	IND395023AAA	IND390022AAA	FTL	52	8	50	9	96.15	17.31	15.73	1.75	538
IND638657AAA -> IND638701AAA | Carting	IND638657AAA	IND638701AAA	Carting	59	16	50	9	84.75	15.25	4.12	1.86	539
IND000000ACA -> IND144001AAB | FTL	IND000000ACA	IND144001AAB	FTL	51	17	50	6	98.04	11.76	11.9	1.77	540
IND530012AAA -> IND751002AAB | FTL	IND530012AAA	IND751002AAB	FTL	57	3	50	3	87.72	5.26	8.33	1.51	541
IND560099AAB -> IND562132AAA | FTL	IND560099AAB	IND562132AAA	FTL	50	25	50	2	100.00	4.00	12.46	1.45	542
IND245304AAA -> IND201007AAA | Carting	IND245304AAA	IND201007AAA	Carting	52	13	49	44	94.23	84.62	14.1	2.74	543
IND401501AAA -> IND401602AAA | Carting	IND401501AAA	IND401602AAA	Carting	49	17	49	28	100.00	57.14	10.82	3.26	544
IND400701AAB -> IND421302AAG | Carting	IND400701AAB	IND421302AAG	Carting	49	26	49	27	100.00	55.10	23.06	2.85	545
IND577598AAB -> IND573142AAA | FTL	IND577598AAB	IND573142AAA	FTL	49	17	49	25	100.00	51.02	21.96	2.35	546
IND600056AAB -> IND600016AAC | Carting	IND600056AAB	IND600016AAC	Carting	49	13	49	25	100.00	51.02	12.27	2.56	547
IND342902AAA -> IND302014AAA | FTL	IND342902AAA	IND302014AAA	FTL	50	5	49	25	98.00	50.00	24.96	2.24	548
IND175015AAA -> IND174001AAA | FTL	IND175015AAA	IND174001AAA	FTL	49	13	49	24	100.00	48.98	220.67	7.19	549
IND854326AAB -> IND852131AAA | FTL	IND854326AAB	IND852131AAA	FTL	50	10	49	18	98.00	36.00	26	2.48	550
IND620020AAA -> IND621112AAA | Carting	IND620020AAA	IND621112AAA	Carting	50	25	49	15	98.00	30.00	5.68	1.94	551
IND335051AAA -> IND335513AAA | Carting	IND335051AAA	IND335513AAA	Carting	80	10	49	15	61.25	18.75	15.41	1.94	552
IND816107AAA -> IND826004AAA | FTL	IND816107AAA	IND826004AAA	FTL	64	8	49	11	76.56	17.19	14.64	1.5	553
IND585211AAA -> IND585222AAA | Carting	IND585211AAA	IND585222AAA	Carting	49	17	49	7	100.00	14.29	5.69	2.03	554
IND560099AAB -> IND632006AAA | FTL	IND560099AAB	IND632006AAA	FTL	64	8	49	7	76.56	10.94	6.59	1.66	555
IND416012AAA -> IND415612AAA | FTL	IND416012AAA	IND415612AAA	FTL	49	10	48	44	97.96	89.80	42.35	3.8	556
IND210427AAA -> IND209304AAA | FTL	IND210427AAA	IND209304AAA	FTL	49	9	48	43	97.96	87.76	58.22	4.31	557
IND741126AAB -> IND741156AAA | Carting	IND741126AAB	IND741156AAA	Carting	49	20	48	39	97.96	79.59	10.06	3.41	558
IND743347AAA -> IND700053AAA | Carting	IND743347AAA	IND700053AAA	Carting	48	6	48	37	100.00	77.08	19	3.08	559
IND273014AAB -> IND274001AAA | FTL	IND273014AAB	IND274001AAA	FTL	48	16	48	36	100.00	75.00	24.9	2.55	560
IND560060AAB -> IND562132AAA | Carting	IND560060AAB	IND562132AAA	Carting	56	19	48	19	85.71	33.93	9.54	2.18	561
IND583201AAA -> IND583227AAA | Carting	IND583201AAA	IND583227AAA	Carting	48	16	48	16	100.00	33.33	10.5	2.11	562
IND722122AAA -> IND713205AAB | Carting	IND722122AAA	IND713205AAB	Carting	48	8	48	15	100.00	31.25	12	1.92	563
IND361001AAA -> IND361305AAC | FTL	IND361001AAA	IND361305AAC	FTL	48	16	48	15	100.00	31.25	10.83	2.23	564
IND638701AAA -> IND641607AAA | Carting	IND638701AAA	IND641607AAA	Carting	50	17	48	15	96.00	30.00	10.26	2.96	565
IND282001AAA -> IND110037AAM | Carting	IND282001AAA	IND110037AAM	Carting	57	3	48	13	84.21	22.81	9.28	1.95	566
IND209304AAA -> IND206122AAA | FTL	IND209304AAA	IND206122AAA	FTL	58	20	48	12	82.76	20.69	9.21	1.51	567
IND422605AAA -> IND413709AAA | Carting	IND422605AAA	IND413709AAA	Carting	48	9	48	8	100.00	16.67	6.88	2.08	568
IND683511AAA -> IND680012AAA | Carting	IND683511AAA	IND680012AAA	Carting	55	11	48	4	87.27	7.27	4.38	1.4	569
IND700136AAG -> IND712310AAA | Carting	IND700136AAG	IND712310AAA	Carting	47	23	47	43	100.00	91.49	35.64	4.61	570
IND421302AAR -> IND421004AAA | Carting	IND421302AAR	IND421004AAA	Carting	49	27	47	41	95.92	83.67	17	4.16	571
IND224141AAB -> IND224122AAA | Carting	IND224141AAB	IND224122AAA	Carting	47	16	47	36	100.00	76.60	14.15	3.48	572
IND202001AAB -> IND205001AAB | FTL	IND202001AAB	IND205001AAB	FTL	47	8	47	35	100.00	74.47	28.26	2.75	573
IND757037AAA -> IND756100AAC | FTL	IND757037AAA	IND756100AAC	FTL	54	12	47	31	87.04	57.41	46.5	2.69	574
IND000000AEM -> IND110037AAB | Carting	IND000000AEM	IND110037AAB	Carting	51	11	47	23	92.16	45.10	27.2	4.92	575
IND134109AAA -> IND160002AAC | Carting	IND134109AAA	IND160002AAC	Carting	60	15	47	27	78.33	45.00	99.85	15.64	576
IND244901AAB -> IND243002AAA | FTL	IND244901AAB	IND243002AAA	FTL	48	16	47	21	97.92	43.75	20.5	3.03	577
IND380054AAA -> IND382430AAB | Carting	IND380054AAA	IND382430AAB	Carting	47	24	47	19	100.00	40.43	11.36	2.22	578
IND416012AAA -> IND415003AAA | FTL	IND416012AAA	IND415003AAA	FTL	47	8	47	14	100.00	29.79	15.34	1.92	579
IND523230AAA -> IND523105AAA | FTL	IND523230AAA	IND523105AAA	FTL	51	19	47	7	92.16	13.73	7.04	1.53	580
IND610001AAA -> IND614715AAA | Carting	IND610001AAA	IND614715AAA	Carting	51	17	47	6	92.16	11.76	5.59	1.85	581
IND712124AAA -> IND712103AAA | Carting	IND712124AAA	IND712103AAA	Carting	46	25	46	44	100.00	95.65	11	3.15	582
IND700065AAA -> IND712311AAA | Carting	IND700065AAA	IND712311AAA	Carting	46	24	46	39	100.00	84.78	62.8	5.34	583
IND712311AAA -> IND700028AAB | Carting	IND712311AAA	IND700028AAB	Carting	46	23	46	35	100.00	76.09	26.72	4.42	584
IND600044AAD -> IND603001AAA | Carting	IND600044AAD	IND603001AAA	Carting	48	12	46	25	95.83	52.08	10.96	2.32	585
IND68004AAA -> IND683511AAA | Carting	IND68004AAA	IND683511AAA	Carting	49	10	46	19	93.88	38.78	12.69	2.06	586
IND562132AAA -> IND560085AAA | Carting	IND562132AAA	IND560085AAA	Carting	54	18	46	16	85.19	29.63	11.52	2.04	587
IND121004AAB -> IND121004AAA | Carting	IND121004AAB	IND121004AAA	Carting	46	23	46	12	100.00	26.09	5.7	1.93	588
IND600044AAD -> IND600056AAB | Carting	IND600044AAD	IND600056AAB	Carting	51	17	46	12	90.20	23.53	8.86	1.82	589
IND560099AAB -> IND560078AAC | Carting	IND560099AAB	IND560078AAC	Carting	56	28	46	13	82.14	23.21	8.64	1.64	590
IND600056AAB -> IND530012AAA | FTL	IND600056AAB	IND530012AAA	FTL	49	2	46	8	93.88	16.33	17.04	1.61	591
IND560043AAC -> IND560064AAA | Carting	IND560043AAC	IND560064AAA	Carting	54	39	46	8	85.19	14.81	8.48	1.85	592
IND742148AAA -> IND742225AAA | Carting	IND742148AAA	IND742225AAA	Carting	45	16	45	45	100.00	100.00	14.69	4.59	593
IND691305AAA -> IND689645AAA | Carting	IND691305AAA	IND689645AAA	Carting	45	15	45	38	100.00	84.44	11.87	2.4	594
IND583231AAA -> IND583201AAA | Carting	IND583231AAA	IND583201AAA	Carting	45	15	45	36	100.00	80.00	12.56	2.9	595
IND731237AAB -> IND731224AAA | Carting	IND731237AAB	IND731224AAA	Carting	45	15	45	33	100.00	73.33	15.11	3.51	596
IND431136AAC -> IND431122AAA | FTL	IND431136AAC	IND431122AAA	FTL	45	9	45	28	100.00	62.22	23.69	2.23	597
IND431603AAA -> IND413531AAA | Carting	IND431603AAA	IND413531AAA	Carting	47	4	45	27	95.74	57.45	13.91	2.78	598
IND742401AAA -> IND742102AAB | Carting	IND742401AAA	IND742102AAB	Carting	55	12	45	31	81.82	56.36	27.71	2.4	599
IND302014AAB -> IND302023AAA | Carting	IND302014AAB	IND302023AAA	Carting	53	19	45	28	84.91	52.83	13.64	2.85	600
IND571426AAA -> IND571104AAA | FTL	IND571426AAA	IND571104AAA	FTL	45	15	45	18	100.00	40.00	22.49	1.86	601
IND670643AAA -> IND673632AAA | Carting	IND670643AAA	IND673632AAA	Carting	45	5	45	15	100.00	33.33	9.16	2.23	602
IND000000ACB -> IND110043AAC | Carting	IND000000ACB	IND110043AAC	Carting	45	9	45	11	100.00	24.44	9.67	2.57	603
IND000000ACB -> IND201301AAF | Carting	IND000000ACB	IND201301AAF	Carting	62	9	45	14	72.58	22.58	7.19	1.85	604
IND422103AAC -> IND422605AAA | Carting	IND422103AAC	IND422605AAA	Carting	45	10	45	10	100.00	22.22	5.49	1.97	605
IND786001AAB -> IND786602AAA | Carting	IND786001AAB	IND786602AAA	Carting	46	13	45	10	97.83	21.74	7.37	1.71	606
IND515004AAA -> IND515401AAB | FTL	IND515004AAA	IND515401AAB	FTL	51	17	45	10	88.24	19.61	11.35	2.14	607
IND562132AAA -> IND580028AAA | FTL	IND562132AAA	IND580028AAA	FTL	46	3	45	8	97.83	17.39	15.78	1.86	608
IND134203AAA -> IND140501AAA | Carting	IND134203AAA	IND140501AAA	Carting	56	14	45	8	80.36	14.29	4.7	1.62	609
IND563101AAB -> IND563131AAA | Carting	IND563101AAB	IND563131AAA	Carting	50	14	45	7	90.00	14.00	4.46	1.85	610
IND560300AAA -> IND560085AAA | Carting	IND560300AAA	IND560085AAA	Carting	70	18	45	8	64.29	11.43	5.3	1.42	611
IND454001AAA -> IND457001AAA | FTL	IND454001AAA	IND457001AAA	FTL	68	17	45	3	66.18	4.41	6.13	1.16	612
IND786181AAC -> IND792121AAB | Carting	IND786181AAC	IND792121AAB	Carting	44	11	44	39	100.00	88.64	19.57	4.13	613
IND742149AAA -> IND742148AAA | Carting	IND742149AAA	IND742148AAA	Carting	44	14	44	36	100.00	81.82	12.57	3.38	614
IND845401AAA -> IND845305AAA | FTL	IND845401AAA	IND845305AAA	FTL	44	22	44	32	100.00	72.73	28.27	2.57	615
IND742102AAB -> IND731237AAB | Carting	IND742102AAB	IND731237AAB	Carting	44	11	44	32	100.00	72.73	15.36	3.09	616
IND847404AAB -> IND842001AAA | FTL	IND847404AAB	IND842001AAA	FTL	45	18	44	32	97.78	71.11	223.53	8.51	617
IND421302AAG -> IND421401AAC | Carting	IND421302AAG	IND421401AAC	Carting	46	10	44	30	95.65	65.22	10.67	2.67	618
IND173025AAA -> IND160002AAC | FTL	IND173025AAA	IND160002AAC	FTL	44	11	44	27	100.00	61.36	34.66	2.32	619
IND530012AAA -> IND764001AAC | Carting	IND530012AAA	IND764001AAC	Carting	51	3	44	28	86.27	54.90	22.12	3.93	620
IND688009AAA -> IND686028AAB | Carting	IND688009AAA	IND686028AAB	Carting	44	16	44	24	100.00	54.55	55.36	3.54	621
IND585401AAA -> IND502286AAB | FTL	IND585401AAA	IND502286AAB	FTL	44	22	44	18	100.00	40.91	24.41	1.97	622
IND504215AAA -> IND505001AAB | FTL	IND504215AAA	IND505001AAB	FTL	45	15	44	18	97.78	40.00	22.56	2.08	623
